lemma	pos	year_first_occ	borrowed
ансамблист	N	1930	True
ансамбль	N	1800	True
ант	N	1745	N/A
антабус	N	1960	True
антагонизм	N	1840	True
антагонист	N	1780	True
антверпенец	N	1990	False
антенка	N	1990	True
антенна	N	1910	True
антенный	OTHER	1920	True
антеовин	N	1990	True
антецедент	N	1850	True
антиалкогольный	OTHER	1900	True
антиаллергический	OTHER	1990	True
антиамериканизм	N	1960	True
антиамериканский	OTHER	1935	True
антибиблейский	OTHER	1875	False
антибиотик	N	1925	True
антибольшевизм	N	1915	False
антивирус	N	1990	True
антивирусный	OTHER	1960	True
антивоенный	OTHER	1850	False
антиген	N	1940	True
антигенный	OTHER	1940	True
антигерой	N	1855	True
антигигиеничный	OTHER	1865	True
антигитлеровский	OTHER	1925	True
антиглобалист	N	1995	True
антиглобалистский	OTHER	1995	True
антигосударственник	N	1870	False
антигосударственный	OTHER	1865	False
антигравийный	OTHER	1995	True
антигравитация	N	1950	True
антигуманизм	N	1905	True
антигуманно	OTHER	1965	True
антидарвинист	N	1870	True
антидепрессант	N	1960	True
антидопинговый	OTHER	1990	True
антидуховность	N	1925	False
антиельцинский	OTHER	1985	False
антизападный	OTHER	1880	False
антиизраильский	OTHER	1960	False
антиимперский	OTHER	1975	True
антииракский	OTHER	1985	False
антиискусство	N	1930	False
антик	N	1775	True
антикапитализм	N	1925	True
антикапиталистический	OTHER	1925	True
антикаузатив	N	1995	True
антиквариат	N	1915	True
антикваризация	N	1995	True
антикварный	OTHER	1840	True
антикиллер	N	1995	True
антиклинальный	OTHER	1865	True
антикоагулянт	N	1950	True
антикоммунизм	N	1920	True
антикоммунист	N	1925	True
антиконституционный	OTHER	1875	True
антикоррозийный	OTHER	1930	True
антикоррупционный	OTHER	1990	True
антикризисный	OTHER	1985	True
антикрыло	N	1965	False
антикультура	N	1990	True
антилопа	N	1835	True
антилысенковец	N	1980	False
антимагнитный	OTHER	1960	True
антимарксистский	OTHER	1900	False
антимасонский	OTHER	1905	True
антимафия	N	1970	True
антиметафизический	OTHER	1995	True
антимикробный	OTHER	1885	True
антимилитаристский	OTHER	1895	True
антимир	N	1955	False
антимония	N	1730	True
антимонопольный	OTHER	1985	True
антинаркотический	OTHER	1990	True
антинародный	OTHER	1875	False
антинаучный	OTHER	1845	False
антинациональный	OTHER	1835	True
антинацистский	OTHER	1935	True
антиномия	N	1840	True
антиобщественный	OTHER	1890	False
антиоксидант	N	1960	True
антиолигархический	OTHER	1995	True
антипартийный	OTHER	1915	True
антипатичный	OTHER	1835	True
антипатия	N	1770	True
антипатриот	N	1780	True
антипиратский	OTHER	1995	True
антипирен	N	1960	True
антипод	N	1735	True
антипоэтизм	N	1990	True
антипоэтический	OTHER	1830	True
антиправительственный	OTHER	1770	False
антиправовой	OTHER	1920	False
антипространство	N	1950	False
антирабический	OTHER	1930	False
антиразумный	OTHER	1995	False
антирахитический	OTHER	1930	True
антиреклама	N	1985	True
антирекорд	N	1995	True
антирелигиозник	N	1915	True
антирелигиозный	OTHER	1855	True
антирелигия	N	1920	True
антироссийский	OTHER	1980	False
антирусский	N	1855	False
антирусский	OTHER	1855	False
антирыночный	OTHER	1985	False
антисанитария	N	1905	True
антисанитарный	OTHER	1865	True
антисейсмический	OTHER	1910	True
антисемит	N	1875	True
антисемитизм	N	1880	True
антисемитский	OTHER	1865	True
антисептик	N	1885	True
антисептический	OTHER	1880	True
антисимметричный	OTHER	1995	True
антисимметрия	N	1960	True
антисионистский	OTHER	1985	True
антисирийский	OTHER	1995	False
антисмысловой	OTHER	1995	False
антисоветский	OTHER	1905	False
антисоветчик	N	1935	False
антисоветчина	N	1940	False
антисоветщина	N	1955	False
антисоциальный	OTHER	1855	True
антиспид	N	1980	True
антистресс	N	1995	True
антистрессовый	OTHER	1985	True
антисыворотка	N	1960	True
антиталибский	OTHER	1995	False
антитеза	N	1785	True
антитезис	N	1780	True
антитело	N	1905	False
антитеррор	N	1990	True
антитеррористический	OTHER	1900	True
антитоталитарный	OTHER	1965	True
антитрестовский	OTHER	1930	True
антиутопист	N	1980	True
антиутопия	N	1965	True
антифашист	N	1920	True
антифашистка	N	1940	True
антифашистский	OTHER	1925	True
антиферромагнитный	OTHER	1960	True
антифилософ	N	2005	True
антихристианский	OTHER	1845	False
антихудожественный	OTHER	1840	False
антиценность	N	1975	False
антицерковный	OTHER	1865	False
антициклон	N	1905	True
античеховский	OTHER	1980	False
античник	N	1915	True
античность	N	1840	True
античный	OTHER	1805	True
антиэкстремистский	OTHER	1995	True
антиэстетика	N	1985	True
антияпонский	OTHER	1895	False
антологический	OTHER	1820	True
антология	N	1840	True
антоним	N	1935	True
антоновец	N	1855	False
антоновка	N	1825	False
антоновский	OTHER	1840	False
антоновщина	N	1930	False
антономазия	N	1815	False
антракт	N	1800	True
антрацит	N	1845	True
антрацитный	OTHER	1895	True
антрацитовый	OTHER	1905	True
антре	N	1860	True
антрекот	N	1880	True
антрепренер	N	1775	True
антрепренерский	OTHER	1865	True
антреприза	N	1875	True
антрепризный	OTHER	1995	True
антресоли	N	1780	True
антресоль	N	1780	True
антропка	N	1800	True
антропогенез	N	1935	True
антропогенный	OTHER	1930	True
антропоид	N	1920	True
антрополог	N	1855	True
антропологически	OTHER	1855	True
антропологический	OTHER	1835	True
антропология	N	1785	True
антропометрический	OTHER	1865	True
антропометрия	N	1895	True
антропоморфизм	N	1850	True
антропонимика	N	1990	True
антропос	N	1745	True
антропософия	N	1905	True
антропософский	OTHER	1910	True
антропофагия	N	1850	True
антропоцен	N	2000	True
антский	N	2005	False
антский	OTHER	1940	False
антураж	N	1865	True
антуриум	N	1995	True
анфас	N	1920	True
анфас	OTHER	1900	True
анфилада	N	1820	True
анфиладный	OTHER	1895	True
анчоус	N	1775	True
анчутка	N	1900	False
аншлаг	N	1830	True
аншлаговый	OTHER	1965	True
ао	N	1760	False
аониды	N	1825	True
аорта	N	1860	True
апартамент	N	1745	True
апартеид	N	1965	True
апатит	N	1845	True
апатичный	OTHER	1835	True
апатия	N	1830	True
апаш	N	1900	False
апаш	OTHER	1905	False
апвеллинг	N	1980	True
апгрейд	N	1990	True
апейрон	N	1995	True
апеллировать	V	1800	True
апелляционный	OTHER	1780	True
апелляция	N	1755	True
апель	N	1805	True
апельсин	N	1765	True
апельсиновый	OTHER	1810	True
апериодический	OTHER	1875	True
аперитив	N	1905	True
апертура	N	1765	True
апк	N	1920	True
апл	N	1920	False
апластический	OTHER	2000	True
аплодировать	V	1755	True
аплодисменты	N	1800	True
апломб	N	1855	True
апогей	N	1830	True
аподиктичность	N	1895	True
апокалипсис	N	1710	True
апокалиптический	OTHER	1710	True
апокриф	N	1845	True
апокрифический	OTHER	1820	True
аполитичность	N	1905	True
аполитичный	OTHER	1855	True
апологет	N	1860	True
апологетика	N	1875	True
апологетический	OTHER	1745	True
апология	N	1710	True
апоплексический	OTHER	1785	True
апория	N	1910	True
апорт	N	1820	True
апорт	OTHER	1980	True
апостат	N	1715	True
апостериорный	OTHER	1880	True
апостол	N	1675	True
апостольский	OTHER	1675	True
апофатически	OTHER	1920	True
апофатический	OTHER	1910	True
апофеегматы	N	1755	True
апофеоз	N	1785	True
апофиз	N	1990	True
апофис	N	2000	True
аппарат	N	1800	True
аппаратная	N	1905	True
